year,month,day,hour,season,PM2.5,PM10,SO2,CO,NO2,O3,TEMP,DEWP,HUMI,PRES,RAIN,WD,WSPM,Iws,blh
2019,9,11,15,4,16.21254562,37,2,0.909,49,36.02226831,24,17,65,1014.2,0,SW,0.6,0.6,625.2240096
2019,9,11,16,4,5.425091232,21.21254562,2,1.200742277,50,44,23.4,16,63,1013.9,0,SW,1.3,1.9,495.6921242
2019,9,11,17,4,28,5.425091232,5,1.095,35,59,22.5,14.6,61,1013.5,0,SW,1.1,3,437.3316044
2019,9,11,18,4,23,28,7,1.154,38,55,21.8,14.9,65,1013.4,0,SW,1,4,127.8785066
2019,9,11,19,4,15,23,10,1.436,50,41,20.7,16.7,78,1013.5,0,SW,0.9,4.9,93.62135595
2019,9,11,20,4,18.5,27,10,1.358,50.5,40.5,20.3,17.55,84.5,1013.6,0,SW,0.6,2.6,74.73722027
2019,9,11,21,4,22,31,10,1.28,51,40,19.9,18.4,91,1013.7,0,CV,0.3,0.3,55.85308459
2019,9,11,22,4,21,43,7,1.314,55,31,20.1,16.1,78,1013.7,0,NW,0.6,0.6,60.02847137
2019,9,11,23,4,18,39,6,1.262,56,27,20.6,12.6,60,1013.6,0,SW,0.8,0.8,61.45189869
2019,9,12,0,4,14,35,4.5,1.1115,49,32.5,20.15,13.45,65.5,1013.2,0,SW,1.2,1.2,65.91197094
2019,9,12,1,4,10,31,3,0.961,42,38,19.7,14.3,71,1012.8,0,NE,1.6,1.6,70.37204318
2019,9,12,2,4,9,10,2.5,0.518,36,47,18.7,14.2,75,1012.3,0,NW,1,1,52.7215445
2019,9,12,3,4,18,16,3,0.555,40,23,18.3,13.4,73,1012.3,0,NE,0.9,0.9,37.8230053
2019,9,12,4,4,15,18,3,0.534,45,18,18.2,13.5,74,1012,0,NE,1,1.9,36.49447314
2019,9,12,5,4,12,15,3,0.533,45,15,18.1,13.2,73,1011.8,0,NE,0.6,2.5,37.72811014
2019,9,12,6,4,12,13,3,0.496,52,11,18,13.9,77,1012,0,CV,0.4,0.4,65.81707578
2019,9,12,7,4,16,14,3,0.482,56,11,18.5,13.4,72,1012,0,NE,0.5,0.5,60.78763261
2019,9,12,8,4,16,16,3,0.515,34,29,19.3,13.7,70,1011.9,0,CV,0.4,0.4,99.78954097
2019,9,12,9,4,14,16,3,0.486,29,30,20,13.5,66,1012.2,0,SE,0.5,0.5,389.124866
2019,9,12,10,4,19,24,3,0.559,32,25,20.8,14,65,1012.1,0,SW,0.7,0.7,586.8863673
2019,9,12,11,4,32,28,3,0.664,35,28,22.2,13.3,57,1011.3,0,SW,0.6,1.3,805.809488
2019,9,12,12,4,23,32,3,0.712,35,39,22.2,13.3,57,1010.9,0,SW,1.7,3,1128.642802
2019,9,12,13,4,21,27,3,0.586,27,59,22.4,13.7,58,1010.2,0,SW,1.4,4.4,1323.557449
2019,9,12,14,4,18,30,3,0.527,23,71,23.3,14.3,57,1009.1,0,SW,0.9,5.3,1346.996552
2019,9,12,15,4,27,31,3,0.502,25,72,23,14.3,58,1008.2,0,SE,1.5,1.5,1334.755077
2019,9,12,16,4,30,35,3,0.508,25,76,22.7,15.5,64,1007.4,0,SE,0.8,2.3,1270.985534
2019,9,12,17,4,28,41,3,0.508,22,88,22,14.4,62,1007.1,0,SE,1.3,3.6,1252.670769
2019,9,12,18,4,28,43,3,0.527,24,90,21.7,14.8,65,1007.1,0,SE,2.1,5.7,463.4277718
2019,9,12,19,4,40,50,3,0.574,29,82,21.4,15.5,69,1007.1,0,SE,1.3,7,305.2375497
2019,9,12,20,4,39,55,3,0.657,35,66,21.2,15.5,70,1007.1,0,SW,0.8,0.8,276.1996326
2019,9,12,21,4,40,57,3,0.706,36,61,21.1,15.6,71,1007.2,0,SW,0.8,1.6,235.5845066
2019,9,12,22,4,41,55,3,0.675,32,61,21,15.8,72,1006.8,0,SW,1.2,2.8,172.0047533
2019,9,12,23,4,38,49,3,0.615,27,61,20.7,15.7,73,1006.3,0,SW,1.2,4,155.7776819
2019,9,13,0,4,41,48,3,0.606,25,62,19,17.5,91,1005.7,1.5,SW,0.7,4.7,119.4328379
2019,9,13,1,4,42,44,3,0.604,22,61,18.5,18.3,99,1005.2,3.7,SE,0.8,0.8,112.6952819
2019,9,13,2,4,43,42,3,0.627,23,48,18.4,18.2,99,1005,3.6,SW,0.7,0.7,93.33667049
2019,9,13,3,4,32,43,3,0.585,18,50,18.3,18.1,99,1004.7,2.7,CV,0.3,0.3,91.2489771
2019,9,13,4,4,38,32,3,0.474,18,52,18.2,18,99,1005,2.6,SW,0.8,0.8,92.19792864
2019,9,13,5,4,36.66666667,34,3,0.469666667,17.66666667,51.66666667,18.26666667,18.06666667,99,1005.1,1.733333333,SW,0.633333333,0.633333333,98.99874803
2019,9,13,6,4,35.33333333,36,3,0.465333333,17.33333333,51.33333333,18.33333333,18.13333333,99,1005.2,0.866666667,SW,0.466666667,0.466666667,105.7995674
2019,9,13,7,4,34,38,3,0.461,17,51,18.4,18.2,99,1005.3,0,CV,0.3,0.3,112.6003868
2019,9,13,8,4,34,34,3,0.501,26,31,18.9,18.7,99,1005.8,0.1,NW,0.6,0.6,152.9308273
2019,9,13,9,4,36,34,3,0.548,29,33,19.6,19.4,99,1006.3,0,SW,1,1,188.9909859
2019,9,13,10,4,32,36,3,0.587,34,31,21.3,20.5,95,1006.2,0,NE,0.6,0.6,525.6789929
2019,9,13,11,4,32,32,3,0.603,29,45,23.9,18.3,71,1006,0,SW,0.9,0.9,1104.539433
2019,9,13,12,4,14,32,3,0.622,32,48,25.4,16.5,58,1005.8,0,NW,0.7,0.7,1564.02177
2019,9,13,13,4,14,14,3,0.448,19,69,25.8,16.9,58,1005.7,0,SW,1.2,1.2,1832.859742
2019,9,13,14,4,9,14,3,0.392,16,77,26.4,13.2,44,1005.8,0,SW,1.1,2.3,1968.654707
2019,9,13,15,4,10,9,3,0.304,12,80,27.3,12.9,41,1005.6,0,SW,1,3.3,2062.506015
2019,9,13,16,4,8,10,3,0.237,9,77,26.7,13.8,45,1005.6,0,SW,0.9,4.2,678.4601911
2019,9,13,17,4,5,8,3,0.252,11,75,25.6,17,59,1006,0,SW,1.4,5.6,32.69866697
2019,9,13,18,4,15,7,3,0.265,17,68,24.7,16.1,59,1006.5,0,SW,1.4,7,56.61224582
2019,9,13,19,4,15,33,3,0.445,37,48,22.7,16.9,70,1007.1,0,SW,1.1,8.1,43.99119032
2019,9,13,20,4,18.33333333,33.66666667,3,0.482,44,42.66666667,21.83333333,17.1,75,1007.766667,0,SW,1,5.666666667,38.67706169
2019,9,13,21,4,21.66666667,34.33333333,3,0.519,51,37.33333333,20.96666667,17.3,80,1008.433333,0,SW,0.9,3.233333333,33.36293305
2019,9,13,22,4,25,35,3,0.556,58,32,20.1,17.5,85,1009.1,0,NE,0.8,0.8,28.04880442
2019,9,13,23,4,24.66666667,44.33333333,3,0.631666667,56.66666667,30,19.5,17.6,89,1009.233333,0,NE,0.733333333,0.733333333,30.07323438
2019,9,14,0,4,24.33333333,53.66666667,3,0.707333333,55.33333333,28,18.9,17.7,93,1009.366667,0,NE,0.666666667,0.666666667,32.09766433
2019,9,14,1,4,24,63,3,0.783,54,26,18.3,17.8,97,1009.5,0,NE,0.6,0.6,34.12209429
2019,9,14,2,4,20.33333333,55.66666667,3,0.741,57.33333333,18,17.66666667,17.23333333,97.33333333,1009.733333,0,NE,0.6,0.6,38.67706169
2019,9,14,3,4,16.66666667,48.33333333,3,0.699,60.66666667,10,17.03333333,16.66666667,97.66666667,1009.966667,0,NE,0.6,0.6,43.23202909
2019,9,14,4,4,13,41,3,0.657,64,2,16.4,16.1,98,1010.2,0,NW,0.6,0.6,47.78699649
2019,9,14,5,4,15,31.5,3,0.547,58.5,1.5,15.85,15.55,98,1010.7,0,NW,0.55,0.55,47.64465376
2019,9,14,6,4,17,22,3,0.437,53,1,15.3,15,98,1011.2,0,NE,0.5,0.5,47.50231102
2019,9,14,7,4,3,19,3,0.448,46,5,16.1,15.6,97,1011.6,0,NE,0.9,1.4,49.87468988
2019,9,14,8,4,11,17,3,0.365,35,15,18.9,15.2,79,1011.8,0,NE,1.3,2.7,79.8615586
2019,9,14,9,4,11.5,14,3,0.274,23,29,22.8,13,54,1011.9,0,NW,1.2,1.2,170.4864308
2019,9,14,10,4,12,12,3,0.285,22,37,25.3,12.8,46,1011.7,0,NE,1.5,1.5,349.9331674
2019,9,14,11,4,8,16,3,0.345,24,41,26.5,11.4,39,1011.3,0,SE,1,1,580.0539162
2019,9,14,12,4,16,23,3,0.405,24,51,28.4,12.7,38,1010.7,0,NE,1,1,868.7249752
2019,9,14,13,4,13,24,3,0.398,20,70,28.8,11.4,34,1010.1,0,SW,1.9,1.9,1128.832593
2019,9,14,14,4,9,29,3,0.374,15,88,29.3,9.4,29,1009.3,0,SW,1.7,3.6,1206.646619
2019,9,14,15,4,8,31,3,0.395,21,99,28,11.1,35,1008.7,0,SW,1.6,5.2,1109.663772
2019,9,14,16,4,8,29,3,0.339,22,102,27.6,9.4,32,1008.7,0,SW,1.8,7,832.8546069
2019,9,14,17,4,13,23,3,0.274,18,104,27.3,10.5,35,1008.6,0,SW,2,9,361.1307956
2019,9,14,18,4,8,21,3,0.257,27,87,25.7,12.9,45,1008.6,0,SW,1.3,10.3,158.1500608
2019,9,14,19,4,7,26,3,0.285,27,98,25.2,13.7,49,1008.9,0,SW,1.8,12.1,76.82491366
2019,9,14,20,4,18,36,3,0.386,28,108,24.5,14.3,53,1009.3,0,SW,1.6,13.7,57.94077798
2019,9,14,21,4,21,51,3,0.441,36,95,23.3,14.6,58,1009.3,0,SW,1.4,15.1,42.94734362
2019,9,14,22,4,23,55,3,0.472,42,79,22.1,15.2,65,1009.2,0,SW,1,16.1,37.72811014
2019,9,14,23,4,25.25,55.75,3,0.47425,44,74.75,20.75,15.3,72,1009.075,0,SW,0.825,12.15,36.66053966
2019,9,15,0,4,27.5,56.5,3,0.4765,46,70.5,19.4,15.4,79,1008.95,0,SW,0.65,8.2,35.59296918
2019,9,15,1,4,29.75,57.25,3,0.47875,48,66.25,18.05,15.5,86,1008.825,0,SW,0.475,4.25,34.52539869
2019,9,15,2,4,32,58,3,0.481,50,62,16.7,15.6,93,1008.7,0,CV,0.3,0.3,33.45782821
2019,9,15,3,4,22,63,3,0.542,70,8,16.5,15.2,92,1008.6,0,CV,0.4,0.7,30.9905542
2019,9,15,4,4,20.75,61,3,0.548249998,72,6.5,16.425,15.3,93,1008.65,0,CV,0.5,0.725,31.10917314
2019,9,15,5,4,19.5,59,3,0.554499995,74,5,16.35,15.4,94,1008.7,0,CV,0.6,0.75,31.22779208
2019,9,15,6,4,18.25,57,3,0.560749993,76,3.5,16.275,15.5,95,1008.75,0,CV,0.7,0.775,31.34641103
2019,9,15,7,4,17,55,3,0.56699999,78,2,16.2,15.6,96,1008.8,0,NE,0.8,0.8,31.46502997
2019,9,15,8,4,19,41,3,0.484,63,5,18.5,15.4,82,1008.6,0,NE,0.9,1.7,123.3235392
2019,9,15,9,4,32,39,3,0.454,40,35,21.9,15.3,66,1008.5,0,NW,0.9,0.9,303.3396467
2019,9,15,10,4,45,48,3,0.501,31,61,23.4,14.9,59,1008.6,0,NW,1,1.9,440.9376202
2019,9,15,11,4,57,68,3,0.586,36,72,25.2,14.3,51,1007.9,0,NW,0.6,2.5,558.3229259
2019,9,15,12,4,36,70,3,0.586,33,100,26.7,12,40,1007.3,0,SW,0.5,0.5,656.0649347
2019,9,15,13,4,34,46,3,0.508,27,113,27.1,15.1,48,1006.5,0,NW,0.7,0.7,748.8723955
2019,9,15,14,4,35,43,3,0.512,25,122,26.7,16,52,1005.8,0,SW,0.5,0.5,827.7302686
2019,9,15,15,4,38,52,3,0.577,30,130,26.8,15.5,50,1005.5,0,SW,2.1,2.6,811.5031972
2019,9,15,16,4,36,59,3,0.596,44,143,27,16.6,53,1005.5,0,SW,2.7,5.3,620.1945664
2019,9,15,17,4,32,81,3,0.639,72,109,26.3,16,53,1005.3,0,SW,2.7,8,373.9416414
2019,9,15,18,4,30,72,3,0.546,75,93,25.4,16.5,58,1005.4,0,SW,1.9,9.9,188.6114053
2019,9,15,19,4,31,67,3,0.581,59,119,24.1,16.1,61,1005.8,0,SW,1.3,11.2,82.42372776
2019,9,15,20,4,35,67,3,0.587,43,125,20.5,16.7,79,1006.6,0,CV,0.4,0.4,47.31252071
2019,9,15,21,4,42.5,73,3,0.6045,43,116,20.15,17.3,84,1007.15,0,CV,0.6,0.6,34.69146521
2019,9,15,22,4,50,79,3,0.622,43,107,19.8,17.9,89,1007.7,0,NE,0.8,0.8,22.07040971
2019,9,15,23,4,40,96,3,0.802,63,57,18.6,17.3,92,1008.1,0,CV,0.3,0.3,23.87341763
2019,9,16,0,4,45,90,3,0.763,64,46,17.4,16.8,96,1008.7,0,NE,0.5,0.5,34.02719913
2019,9,16,1,4,40,80,3,0.752,72,30,17.1,16.6,97,1008.9,0,NE,0.8,1.3,42.94734362
2019,9,16,2,4,38,66,3,0.698,79,26,16.4,16.1,98,1009.2,0,NE,0.6,1.9,51.67769781
2019,9,16,3,4,20,58,3,0.625,69,44,16.1,15.6,97,1009.6,0,NE,0.8,2.7,58.60504406
2019,9,16,4,4,19,27,3,0.421,59,26,15,12.3,84,1009.9,0,NE,1.2,3.9,59.93357622
2019,9,16,5,4,12,25,3,0.37,75,2,15.6,9.7,68,1010.5,0,NE,0.9,4.8,61.16721322
2019,9,16,6,4,10,17,3,0.284,70,3,15,9.1,68,1011.5,0,CV,0.4,0.4,53.00622996
2019,9,16,7,4,18,43,2,0.418,57,18,15.3,12.4,83,1012.3,0,NW,0.6,0.6,63.16001146
2019,9,16,8,4,18,45,2,0.476,44,30,19.3,13.2,68,1013.1,0,NE,0.8,0.8,163.3692943
2019,9,16,9,4,16,40,3,0.436,36,35,22.5,13.6,57,1013.7,0,NE,1.2,2,535.0736131
2019,9,16,10,4,17,36,5,0.422,29,42,24.5,11.8,45,1013.8,0,NW,1.2,1.2,769.7493294
2019,9,16,11,4,16,37,6,0.438,30,49,25.7,12.5,44,1013.4,0,SE,0.9,0.9,939.991236
2019,9,16,12,4,17,46,6,0.545,36,53,26.5,11.4,39,1012.6,0,SW,2.5,2.5,1094.670337
2019,9,16,13,4,17,39,8,0.759,22,80,27.4,11.4,37,1011.7,0,SE,2.5,2.5,1210.252635
2019,9,16,14,4,22,41,7,0.69299999,20,93,27.3,12.5,40,1010.9,0,SW,1.8,1.8,1303.060096
2019,9,16,15,4,26,47,8,0.697,23,103,27.8,13,40,1010.3,0,SW,2.7,4.5,1381.253703
2019,9,16,16,4,26,62,8,0.768,21,119,27.3,11.7,38,1010.1,0,SW,2.9,7.4,1352.880052
2019,9,16,17,4,23,64,7,0.745,21,127,26.6,9.4,34,1010,0,SW,2.6,10,687.4752307
2019,9,16,18,4,19,59,5,0.551,21,127,24.9,9.6,38,1009.9,0,SW,2.6,12.6,169.5374793
2019,9,16,19,4,9,39,3,0.299,22,117,24.1,11.4,45,1009.9,0,SW,1.6,14.2,103.7751374
2019,9,16,20,4,15,50,3,0.371,25,113,23.2,10.6,45,1010.6,0,SW,1.1,15.3,109.8484273
2019,9,16,21,4,20,61,4,0.446,25,115,22,10.8,49,1010.9,0,SE,0.9,0.9,133.7620062
2019,9,16,22,4,14,48,3,0.371,30,80,21.8,12.1,54,1011.5,0,SW,1.7,1.7,152.4563515
2019,9,16,23,4,16,57,4,0.418,33,65,20.9,11.8,56,1011.8,0,SW,2.4,4.1,140.404667
2019,9,17,0,4,15,73,4,0.51,35,57,20.2,11.9,59,1012.3,0,SW,1.6,5.7,109.5637419
2019,9,17,1,4,16,68,5,0.545,32,56,19.9,12.9,64,1012.2,0,SW,1.7,7.4,79.00750221
2019,9,17,2,4,14,54,4,0.515,37,45,18.9,13.1,69,1012.2,0,SW,1,8.4,62.68553569
2019,9,17,3,4,16,53,3,0.468,35,42,17.5,13.4,77,1012.1,0,SW,0.8,9.2,46.83804494
2019,9,17,4,4,16.5,49.5,3,0.5335,36.5,38.5,16.5,14.05,86,1012.2,0,SW,0.7,4.9,38.53471895
2019,9,17,5,4,17,46,3,0.599,38,35,15.5,14.7,95,1012.3,0,NW,0.6,0.6,30.23139296
2019,9,17,6,4,20,43,2,0.907,31,35,15.6,14.5,93,1012.7,0,NE,0.5,0.5,21.21635332
2019,9,17,7,4,20,47,2,0.725,56,11,16.4,13.9,85,1012.5,0,NE,1,1.5,33.17314274
2019,9,17,8,4,25,57,2,0.658,70,2,18.2,13.5,74,1012.7,0,NW,1.5,1.5,139.9301912
2019,9,17,9,4,23,62,2,0.718,72,3,20.1,13.5,66,1012.8,0,NE,0.8,0.8,327.9174916
2019,9,17,10,4,33,82,2,0.81,70,6,21.9,14,61,1012.6,0,NE,1.3,2.1,487.9107215
2019,9,17,11,4,28,82,2,0.793,66,16,23.7,15.2,59,1011.9,0,NW,1.4,1.4,618.106873
2019,9,17,12,4,38,74,3,0.747,57,39,24.9,16.3,59,1011.3,0,SE,0.8,0.8,750.1060325
2019,9,17,13,4,48,81,3,0.778,52,66,26.4,16,53,1010.4,0,SW,1.7,1.7,858.5711937
2019,9,17,14,4,51,82,2,0.729,34,119,27.6,17.2,53,1009.4,0,SW,1.7,3.4,972.1606933
2019,9,17,15,4,53,78,3,0.65,27,144,27.7,16.9,52,1009,0,SW,2.4,5.8,906.777932
2019,9,17,16,4,52,89,4,0.67,22,164,27.9,17.7,54,1008.9,0,SW,1.8,7.6,657.2036766
2019,9,17,17,4,55,91,3,0.685,19,179,26.9,17.9,58,1009.4,0,SW,2.2,9.8,445.0181118
2019,9,17,18,4,64,88,2,0.681,22,175,25.7,17.9,62,1010,0,SW,1.2,11,216.5105806
2019,9,17,19,4,61,91,2,0.76,32,162,22.2,18.2,78,1010.9,0,NE,0.6,0.6,64.108963
2019,9,17,20,4,58,100,2.2,0.852,37,147,20.4,18.7,90,1012,0,CV,0.4,0.4,35.73531191
2019,9,17,21,4,67,99,2.4,0.931,39,126,19,17.8,93,1013.1,0,NW,0.6,0.6,40.00559384
2019,9,17,22,4,59,105,2.6,1.036,53,101,17.6,15,85,1014.1,0,NW,0.7,1.3,66.29155155
2019,9,17,23,4,6,82,2.8,0.895,53,74,23.2,0.3,22,1014.7,0,NW,1.9,3.2,120.9511604
2019,9,18,0,4,5,6,3,0.189,14,59,21.8,1.4,26,1015.3,0,NW,2.1,5.3,154.4491498
2019,9,18,1,4,8,9,3,0.098,10,65,22.4,-1,21,1016.4,0,NE,2.2,2.2,162.0407621
2019,9,18,2,4,7,15,3,0.08699999,17,60,20.7,-0.1,25,1017.3,0,NW,1.7,1.7,160.5224396
2019,9,18,3,4,3,16,3,0.098,34,37,16.6,1.8,37,1018.4,0,NW,0.8,2.5,159.4785929
2019,9,18,4,4,5,24.5,3,0.1505,43,30,15.55,2.85,43,1019.45,0,NW,0.65,1.5,119.0058097
2019,9,18,5,4,7,33,3,0.203,52,23,14.5,3.9,49,1020.5,0,NE,0.5,0.5,78.53302644
2019,9,18,6,4,4,23,2.857142857,0.177,42,22,13.2,7.2,67,1021.7,0,NE,0.5,1,55.66329428
2019,9,18,7,4,6.5,20,2.714285714,0.186,31,31,13.1,8.6,74,1022.3,0,SW,0.5,0.5,37.34852953
2019,9,18,8,4,9,18,2.571428571,0.232,32,30,17.3,4.6,43,1022.9,0,NE,1,1,75.59127666
2019,9,18,9,4,4,19,2.428571429,0.235,23,36,21.1,1.9,28,1023.2,0,NE,1.7,2.7,294.324607
2019,9,18,10,4,4,22,2.285714286,0.222,20,39,22.9,1.8,25,1023,0,NW,0.8,0.8,756.9384836
2019,9,18,11,4,7,22,2.142857143,0.242,18,44,24.3,0.6,21,1022.3,0,SE,1.3,1.3,1162.140792
2019,9,18,12,4,7,23,2,0.253,19,46,24.5,0.7,21,1021.4,0,SW,1.5,1.5,1418.452603
2019,9,18,13,4,5,13,2,0.22,16,56,25.8,1.1,20,1020.2,0,SW,1.1,2.6,1558.043375
2019,9,18,14,4,4,6,2,0.2,15,64,25.9,1.2,20,1019.1,0,SW,1.5,4.1,1619.725225
2019,9,18,15,4,8,14,2,0.243,24,68,26.3,5.3,26,1018.2,0,SE,1.5,1.5,1584.044647
2019,9,18,16,4,3,23,2,0.222,22,73,25.6,3.5,24,1017.7,0,SW,3.6,3.6,1259.028744
2019,9,18,17,4,4.25,23.25,2,0.221079195,21.25,73.5,23.525,4.875,32.5,1017.725,0,SW,2.8,2.8,970.927056
2019,9,18,18,4,5.5,23.5,2,0.220158389,20.5,74,21.45,6.25,41,1017.75,0,SW,2,2,682.8253681
2019,9,18,19,4,6.75,23.75,2,0.219237584,19.75,74.5,19.375,7.625,49.5,1017.775,0,SW,1.2,1.2,394.7236801
2019,9,18,20,4,8,24,2,0.218316778,19,75,17.3,9,58,1017.8,0,CV,0.4,0.4,106.6219921
2019,9,18,21,4,14,46,2,0.381,30,79,15.9,10,68,1017.6,0,SW,0.9,0.9,86.6940097
2019,9,18,22,4,19.5,53.5,2,0.4535,35.5,74.5,15.35,10.3,72,1017.55,0,SW,0.7,0.7,80.76306256
2019,9,18,23,4,25,61,2,0.526,41,70,14.8,10.6,76,1017.5,0,NW,0.5,0.5,74.83211542
2019,9,19,0,4,27,70,3,0.595,53,63,14.3,9.9,75,1017.5,0,SE,0.5,0.5,64.01406785
2019,9,19,1,4,24,80,3,0.569,57,51,14.6,9.4,71,1017.5,0,NE,0.7,0.7,57.37140706
2019,9,19,2,4,15,76,2,0.561,82,10,14.1,9.1,72,1017.2,0,NE,0.8,1.5,47.21762556
2019,9,19,3,4,16.5,71.5,2.333333333,0.528,79.5,6,13.35,9.35,77,1017.15,0,NE,0.55,0.9,45.41461763
2019,9,19,4,4,18,67,2.666666667,0.495,77,2,12.6,9.6,82,1017.1,0,CV,0.3,0.3,43.6116097
2019,9,19,5,4,15,50,3,0.395,72,2,13,10,82,1017.1,0,NE,0.8,0.8,43.42181939
2019,9,19,6,4,17,49,3,0.403,69,2,13.5,10.1,80,1017,0,NE,0.8,1.6,29.18754627
2019,9,19,7,4,15,50,3,0.432,70,2,14.4,10,75,1017.2,0,NE,0.6,2.2,42.3779727
2019,9,19,8,4,15,52,3,0.482,66,2,15.8,10.1,69,1017.5,0,NE,0.8,3,83.65736476
2019,9,19,9,4,18,51,2.75,0.551,57,10,16.7,10.5,67,1017.2,0,NW,0.9,0.9,199.9988238
2019,9,19,10,4,20,57,2.5,0.628,56,12,19.1,10.6,58,1016.9,0,SE,1.1,1.1,339.3049101
2019,9,19,11,4,21,66,2.25,0.652,50,21,20.4,9.9,51,1016,0,NW,0.5,0.5,470.355118
2019,9,19,12,4,24,60,2,0.64,40,46,21.6,10.1,48,1015.2,0,SE,0.7,0.7,655.3057735
2019,9,19,13,4,34,54,2,0.606,37,62,22.9,10.3,45,1014.2,0,SE,0.7,1.4,877.83491
2019,9,19,14,4,39,70,3,0.753,50,71,24.3,12.3,47,1013.3,0,SW,1.8,1.8,1049.310454
2019,9,19,15,4,40,92,2,0.766,70,69,24.1,13,50,1012.2,0,SW,3.4,5.2,1156.257292
2019,9,19,16,4,34,95,2,0.598,39,105,23.9,13.7,53,1011.9,0,SW,2,7.2,1129.117278
2019,9,19,17,4,33,94,3,0.617,31,120,23.7,14.1,55,1011.8,0,SW,2,9.2,796.8893435
2019,9,19,18,4,35,93,3,0.651,28,120,22.8,13.3,55,1011.6,0,SW,2.1,11.3,307.1354528
2019,9,19,19,4,32,101,6,0.868,34,116,21.5,12.6,57,1011.8,0,SW,1.3,12.6,185.954341
2019,9,19,20,4,22,92,5,0.741,32,106,20.6,12,58,1012.4,0,SW,1,13.6,150.6533436
2019,9,19,21,4,21,83,3,0.485,26,95,18.9,12.4,66,1012.6,0,SW,0.6,14.2,115.4472414
2019,9,19,22,4,21,77,2,0.463,26,83,17.8,12,69,1012.4,0,SW,0.6,14.8,88.59191278
2019,9,19,23,4,24,71.5,2,0.4785,26.5,76.5,16.7,12.65,77.5,1012.15,0,SW,0.45,7.55,64.77322909
2019,9,20,0,4,27,66,2,0.494,27,70,15.6,13.3,86,1011.9,0,CV,0.3,0.3,40.95454539
2019,9,20,1,4,30,65,2,0.661,41,42,15.9,14.6,92,1011.6,0,CV,0.4,0.7,36.11489252
2019,9,20,2,4,32,68,2,0.69199999,55,28,16.1,14.1,88,1011.4,0,NE,1,1,34.97615067
2019,9,20,3,4,39,81,2,0.7,78,4,16.2,14,87,1011.2,0,NE,1.1,2.1,31.18034451
2019,9,20,4,4,34,103,2,0.798,91,2,15.8,14,89,1010.9,0,CV,0.3,0.3,32.50887666
2019,9,20,5,4,36,94.33333333,2,0.763333333,88.33333333,2,15.56666667,14.2,91.66666667,1011.2,0,CV,0.333333333,0.433333333,36.20978767
2019,9,20,6,4,38,85.66666667,2,0.728666667,85.66666667,2,15.33333333,14.4,94.33333333,1011.5,0,CV,0.366666667,0.566666667,39.91069869
2019,9,20,7,4,40,77,2,0.694,83,2,15.1,14.6,97,1011.8,0,CV,0.4,0.7,43.6116097
2019,9,20,8,4,42,76,2,0.608,49,20,18,14.3,79,1012,0,NE,1,1,115.2574511
2019,9,20,9,4,38,71,2,0.647,40,36,20.8,13.5,63,1012,0,NE,1.3,2.3,292.8062846
2019,9,20,10,4,43,76,2,0.685,37,44,22.5,13.8,58,1011.8,0,SE,0.6,0.6,449.3832889
2019,9,20,11,4,47,87,2,0.729,45,54,24.1,13,50,1011.4,0,SW,1.1,1.1,632.1513559
2019,9,20,12,4,35,85,2,0.771,51,63,25.9,14,48,1010.7,0,NW,1,1,879.2583373
2019,9,20,13,4,38,67,3,0.69299999,40,88,27.4,12.6,40,1010,0,NE,0.7,0.7,1072.180186
2019,9,20,14,4,23,46,5,0.634,31,102,29,14,40,1009.5,0,SW,1.9,1.9,1211.391377
2019,9,20,15,4,24,41,4,0.573,26,112,27.3,15,47,1009.6,0,SW,1.8,3.7,1256.656365
2019,9,20,16,4,40,47,3,0.57,26,129,27.6,14.6,45,1009.7,0,SW,1.1,4.8,1066.012001
2019,9,20,17,4,33,94,2,0.703,39,150,28.1,13.6,41,1010,0,SW,1.2,6,378.8761894
2019,9,20,18,4,37,69,3,0.664,34,157,25,13.5,49,1010.7,0,SW,1.2,7.2,74.35763965
2019,9,20,19,4,38,81,2,0.68,42,144,22,14.6,63,1011,0,SW,0.7,7.9,41.04944054
2019,9,20,20,4,52,86,2,0.706,44,128,20.2,15.4,74,1011.9,0,CV,0.4,0.4,32.03440089
2019,9,20,21,4,53.83333333,90.66666667,2,0.7285,45.33333333,123.8333333,19.76666667,15.63333333,77.5,1012.2,0,CV,0.45,0.45,33.4578282
2019,9,20,22,4,55.66666667,95.33333333,2,0.751,46.66666667,119.6666667,19.33333333,15.86666667,81,1012.5,0,CV,0.5,0.5,34.88125552
2019,9,20,23,4,57.5,100,2,0.7735,48,115.5,18.9,16.1,84.5,1012.8,0,CV,0.55,0.55,36.30468283
2019,9,21,0,4,59.33333333,104.6666667,2,0.796,49.33333333,111.3333333,18.46666667,16.33333333,88,1013.1,0,CV,0.6,0.6,37.72811014
2019,9,21,1,4,61.16666667,109.3333333,2,0.8185,50.66666667,107.1666667,18.03333333,16.56666667,91.5,1013.4,0,CV,0.65,0.65,39.15153746
2019,9,21,2,4,63,114,2,0.841,52,103,17.6,16.8,95,1013.7,0,NE,0.7,0.7,40.57496477
2019,9,21,3,4,71,96,3,0.993,107,2,17,16.4,96,1013.7,0,NE,0.5,1.2,35.92510221
2019,9,21,4,4,88,101,4.5,0.934,106,2,16.7,16.4,98,1014,0,NE,0.6,1.8,29.85181235
